0.0,0.4709171499356185
1.0,0.053199524760688885
2.0,0.010424958938492995
3.0,0.012763384997033249
4.0,0.05778232987711925
5.0,0.013761996771070626
6.0,0.023833409966071053
7.0,0.015396828592598144
8.0,0.2146394376707549
9.0,0.004754604246135395
10.0,0.005372727338782521
11.0,0.0023996351741480248
12.0,0.0031832050348258585
13.0,0.0065640100118897786
14.0,0.02238356419331809
15.0,0.007251042665194462
16.0,0.002179770307709915
17.0,0.0021808145506973698
18.0,0.0019378544439130586
19.0,0.002482613702079899
20.0,0.0027477204682084147
21.0,0.004794056369982992
22.0,0.002551103845995961
23.0,0.0034987783289426888
24.0,0.0032381996221951034
25.0,0.0034297108719365138
26.0,0.00287236615935903
27.0,0.003266865251548957
28.0,0.003017921744883844
29.0,0.0019378544439131
