epoch,loss,mse,val_loss,val_mse
0,0.15972065573841,0.15972064,0.6411535533574911,0.6397503
1,0.014953349881014485,0.01495335,0.8817573350209457,0.88073367
2,0.011888384137280031,0.011888385,0.5295080829125184,0.52785945
3,0.010798377974971,0.010798381,0.6550109065496005,0.65366673
4,0.0072065524979555715,0.0072065517,0.5072942066651124,0.5081243
5,0.006178751711880578,0.0061787516,0.04006636300339149,0.04034783
6,0.0062991940437295505,0.0062991935,0.035945574896266826,0.03520615
7,0.004451571393646948,0.0044515734,0.15821458198703253,0.16080596
8,0.0033895578049848384,0.003389558,0.0663952833184829,0.067956395
9,0.00289722821134191,0.002897229,0.01470292628241273,0.014387963
10,0.0018330684627694419,0.0018330682,0.019286925474611614,0.018740438
11,0.0014486559863962133,0.0014486557,0.009705592090120682,0.009703833
12,0.001257645484902014,0.0012576454,0.007540953918718374,0.007331756
13,0.0012258120932983,0.0012258124,0.017211732168037158,0.01671835
14,0.001209858163550602,0.0012098585,0.02963704612249365,0.030337807
15,0.0007624665300287916,0.0007624666,0.013063326460094405,0.013211812
16,0.000549125012526514,0.0005491252,0.008493105943601292,0.008277039
17,0.00044689593448898435,0.000446896,0.0071681404772859355,0.0070038033
18,0.0004016932760895161,0.00040169334,0.007070811653438096,0.0069398144
19,0.0003769030245087364,0.000376903,0.008722055166100081,0.008495439
20,0.00031305139817227934,0.0003130514,0.0070345137232484724,0.0068963515
21,0.00030100215565701037,0.00030100223,0.008255457174247848,0.008041512
22,0.00029417293069564337,0.000294173,0.006989756312507849,0.006835183
23,0.0002709727586095716,0.00027097279,0.00838997624277209,0.008132142
24,0.00023740062348905067,0.00023740059,0.0075742213521152735,0.0073590884
25,0.0002424958522318736,0.00024249588,0.007010978471953422,0.0068203076
26,0.00023552133330302977,0.00023552134,0.007014944012133548,0.0068348325
27,0.00022556104930197702,0.00022556107,0.006924846352866063,0.0067607523
28,0.00023033627533924987,0.00023033621,0.006979923220709539,0.006815211
29,0.00021355966849574397,0.00021355972,0.007085445887731532,0.006905225
30,0.0002073283203994697,0.00020732827,0.007200278834296534,0.007007398
31,0.00020796459717802935,0.0002079646,0.0070973363382598525,0.0069149025
32,0.0001994417265246782,0.0001994417,0.007123188124611401,0.0069390717
33,0.00020692046390795082,0.00020692052,0.007158392682098425,0.006972888
34,0.0002117521328956773,0.00021175214,0.007092932069029372,0.0069133905
35,0.00020679336406479481,0.00020679341,0.007100474550567854,0.0069196643
36,0.00020407326753746132,0.00020407322,0.007103107278593457,0.0069240252
37,0.00021457141258475314,0.0002145714,0.007071366918703111,0.0068900324
