epoch,loss,mse,val_loss,val_mse
0,0.2872414715555677,0.28724158,0.1469698158594278,0.14651228
1,0.03301268328473446,0.033012673,0.13300813935123956,0.13265133
2,0.02508186953594831,0.025081871,0.12464883035192123,0.12417385
3,0.022617543483025453,0.022617543,0.05193412017363768,0.0519125
4,0.0199952472750083,0.019995244,0.04375957160328443,0.043315973
5,0.018971253920091434,0.01897125,0.48590681186089146,0.48682913
6,0.0179653080167065,0.017965307,0.04892227956308769,0.048770804
7,0.0185847697783375,0.01858477,0.021200644712035473,0.021099137
8,0.013975668480167243,0.013975666,0.026932927135091562,0.026773637
9,0.0126567427625567,0.012656742,0.06307634080831821,0.06293264
10,0.014340380131741949,0.014340383,0.013781184151482124,0.013940878
11,0.013261096060654788,0.013261098,0.06869601472639121,0.06882112
12,0.012020907872993066,0.012020905,0.01864068450119633,0.018724123
13,0.01114494282675927,0.011144942,0.1724755190885984,0.17372116
14,0.009828387367860496,0.009828385,0.019304820264761265,0.019370528
15,0.011595132584441116,0.011595138,0.09169868738032304,0.09130197
16,0.008502110344118293,0.00850211,0.018603082817907516,0.018806495
17,0.008338015114720924,0.008338016,0.25801989149588805,0.2611903
18,0.00886237012919355,0.008862369,0.07564435483744511,0.07672519
19,0.008723251027562013,0.0087232515,0.0468668294354127,0.046887428
20,0.009194876217691283,0.009194876,0.08444722211704804,0.085727625
21,0.008436991599893216,0.008436991,0.10493337105099972,0.10499706
22,0.006753795796236267,0.006753798,0.02914275751950649,0.028710144
23,0.006671203077922827,0.006671203,0.05394827510015322,0.05338076
24,0.007439146801604984,0.007439147,0.019596950473407142,0.019700298
25,0.006958846745401355,0.0069588455,0.03526237743118635,0.03521708
26,0.007075476225462124,0.007075477,0.06839000490995553,0.06843872
27,0.0086025783339166,0.008602576,0.04401075288366813,0.04451579
28,0.006526929891397628,0.0065269303,0.06699229576266728,0.06796325
29,0.0067074488258667036,0.0067074485,0.06746521434531762,0.067594156
30,0.006308034910108763,0.006308035,0.17931368259283212,0.17893735
31,0.005174051521643262,0.005174053,0.13000821150266206,0.130433
32,0.00603243581308101,0.006032435,0.10990300889198597,0.109603435
33,0.005835196409531864,0.005835196,0.04327041856371439,0.043755855
34,0.004863004771067427,0.0048630065,0.1447538286447525,0.14560516
35,0.004979592827533677,0.0049795927,0.017552652145521,0.017381193
36,0.005454032300460255,0.0054540313,0.25362735184339374,0.25469086
37,0.0051097469701842655,0.0051097474,0.08361463936475608,0.08377929
38,0.006187960682494405,0.006187961,0.05318359357233231,0.053833604
39,0.005740413049315701,0.0057404134,0.13491279230667994,0.1344339
40,0.005025406871059236,0.005025405,0.29172599487579787,0.29410946
41,0.005723626132012062,0.005723626,0.019039495203357477,0.019150237
42,0.0053940768249301765,0.0053940774,0.3220922826574399,0.32457644
43,0.004133950203093281,0.00413395,0.0409868868927543,0.04155088
44,0.0046302900768075165,0.0046302886,0.05678855455838717,0.05718203
45,0.005349056881611247,0.005349058,0.13063203629392844,0.13072678
46,0.005336615513628022,0.0053366143,0.032445500031686746,0.032652404
47,0.004633603489084222,0.0046336027,0.05734236860791078,0.05809364
48,0.004820901432949201,0.004820901,0.13366518886043474,0.13369696
49,0.004056644858152633,0.0040566446,0.11369047227960366,0.1138292
