epoch,loss,mse,val_loss,val_mse
0,0.7546256548439935,0.75462574,0.5611015145595257,0.5595803
1,0.016009580774114598,0.016009577,0.32727186725689816,0.32597828
2,0.013209022504162579,0.013209023,0.22367494037518135,0.22255261
3,0.012061142829914974,0.0120611405,0.10537470791202325,0.10446157
4,0.010947555428439504,0.010947556,0.06794203516955559,0.06729188
5,0.008145134420781809,0.008145135,0.2955448105931282,0.29527113
6,0.006735404024383883,0.0067354045,0.4140329865308908,0.4131223
7,0.004294899185818309,0.0042948998,0.2403922459253898,0.2398621
8,0.004172982996594539,0.004172983,0.07884582619254406,0.07850077
9,0.002808916099117448,0.0028089152,0.008781695613064446,0.008357436
10,0.0023855925099922075,0.0023855928,0.007523893342854885,0.0070535857
11,0.0023536129981724667,0.0023536135,0.0302323242649436,0.029481554
12,0.0020378250380790742,0.0020378246,0.007453039718362002,0.007312771
13,0.001552853268679536,0.0015528533,0.006642335175106732,0.0064600194
14,0.0015422881258114617,0.0015422881,0.009445008947155796,0.009185816
15,0.001336685952470082,0.0013366862,0.010545600742961351,0.010242085
16,0.001116523869017462,0.0011165239,0.006974948543267181,0.0068572084
17,0.0010927504482281332,0.0010927505,0.007048905612184451,0.006912367
18,0.0010014854975403864,0.0010014856,0.007038148675257197,0.006921624
19,0.0009858002330490883,0.0009858005,0.007009231915267615,0.0068588327
20,0.0008915318446728641,0.00089153176,0.007010056305891619,0.006844267
21,0.0008952966601590392,0.00089529675,0.00722842222939317,0.0071392576
22,0.0009308608120285147,0.0009308608,0.0069543639860617425,0.006825737
23,0.0009021588454366571,0.0009021587,0.00695395501008114,0.0068275714
24,0.0008508010257113548,0.000850801,0.006959051269894609,0.006821841
25,0.0008259870584308056,0.0008259868,0.007004328412362016,0.0068487013
26,0.000858279777963106,0.0008582798,0.007034246254569063,0.0069129625
27,0.0008581257438710893,0.00085812574,0.006944262753957166,0.0068033678
28,0.0008389727764548394,0.00083897257,0.006985252499222183,0.006834396
29,0.0008290369655129326,0.0008290369,0.00699919225791326,0.0068539507
30,0.0008049013808027135,0.0008049016,0.007016379269771278,0.0068692854
31,0.0007884109609611379,0.00078841083,0.007021718515226474,0.0068746484
32,0.0008432545203554335,0.0008432546,0.0070166046319242855,0.006869669
33,0.0008235719560878831,0.0008235721,0.007001939910249068,0.006854677
34,0.0008274558656745535,0.0008274559,0.007016287033016292,0.006869786
35,0.0008539542375227984,0.00085395447,0.006981401166950281,0.006834252
36,0.0008234707171707119,0.00082347076,0.006981352048639495,0.006836276
37,0.0008238604017856456,0.0008238606,0.00696569554006251,0.0068175723
38,0.0008322861540797293,0.0008322866,0.006960699182505218,0.006811326
39,0.000821088784024171,0.0008210891,0.006959322320583921,0.0068124807
40,0.0008282051156855052,0.0008282052,0.007014901305620487,0.006869823
41,0.0008418818792918552,0.0008418819,0.006981605045998899,0.006831826
42,0.0008449577947085024,0.000844958,0.007009329059376166,0.006862079
43,0.0007996169888431077,0.00079961674,0.006985842778633993,0.0068402155
44,0.0008271394932819801,0.00082713953,0.006977392978464754,0.0068304315
45,0.0008601140152679627,0.00086011394,0.006992222481550505,0.0068464517
46,0.0008027985475854814,0.0008027984,0.007004927467698088,0.006859101
47,0.0008161076156704323,0.0008161076,0.00698901574091556,0.0068479255
48,0.0008119071112238281,0.0008119072,0.006975216889539017,0.0068305144
49,0.0008090198801786479,0.0008090198,0.006987962540454016,0.0068385624
50,0.0008082603699711515,0.0008082603,0.007002564182934852,0.0068539362
51,0.0008335226195935183,0.00083352264,0.0069941934019040605,0.006844559
52,0.0008370349855752517,0.00083703495,0.006981155521666201,0.006831382
53,0.0008430522480406522,0.00084305217,0.006970839852538819,0.006827302
54,0.0008142908512070739,0.00081429066,0.006995527440896974,0.0068507376
55,0.0008421569066109378,0.0008421569,0.006965291534120647,0.006820784
56,0.0008057885633564343,0.00080578844,0.006975767722066779,0.0068293004
57,0.00081392345260206,0.0008139235,0.006975713642672277,0.0068275747
58,0.0008753105317168228,0.0008753105,0.006978717354985957,0.0068317093
59,0.0008368625740637632,0.0008368627,0.0069736655300053265,0.0068257796
60,0.0008114011105346614,0.0008114011,0.006976198163241721,0.0068305717
61,0.0008134258533696804,0.0008134257,0.0070026838668407155,0.0068578483
62,0.0008089779288830986,0.00080897793,0.006997410440817475,0.0068532475
63,0.0008160798444448584,0.00081607996,0.007013558463838238,0.0068679885
64,0.0008215119174241961,0.0008215119,0.006985638245868568,0.006839009
65,0.0008342875344296484,0.00083428744,0.0069842106358219795,0.006839849
66,0.0008372265948516894,0.0008372267,0.006958092124058077,0.0068112784
67,0.000809265964128214,0.00080926594,0.006976922938170342,0.0068333894
68,0.0008319330359652352,0.00083193305,0.0069914362930621095,0.006851758
69,0.0008394216222260216,0.0008394215,0.006964431072656925,0.006819985
70,0.0008194215953418738,0.00081942166,0.006956585790388859,0.006811419
71,0.0008334998899351234,0.0008334999,0.007001586213636284,0.006853154
72,0.0008491431981524978,0.00084914325,0.0070233543475086875,0.006877669
73,0.0008541339151617775,0.00085413404,0.006973642936477868,0.006832713
74,0.0008761685840420396,0.0008761685,0.00698062099623852,0.0068375366
