epoch,loss,mse,val_loss,val_mse
0,0.14611566910669055,0.14611568,0.5606436947217355,0.5607699
1,0.018663896758297858,0.018663902,0.6255744007917551,0.625943
2,0.012505787439031843,0.012505785,0.5218973813148645,0.5218966
3,0.011474792139217828,0.011474788,0.30942342373041004,0.30782673
4,0.008542715661871333,0.0085427165,0.0487395219791394,0.0493632
