epoch,loss,mse,val_loss,val_mse
0,0.3717337681613103,0.37173373,0.36345841792913586,0.36637554
1,0.012507151620377658,0.01250715,0.36728288577153134,0.37016803
2,0.011948676570547897,0.01194868,0.30320815913952315,0.30578184
3,0.007015748711365576,0.007015748,0.24234480811999395,0.24441236
4,0.006207723757633839,0.0062077222,0.09206507183038272,0.09298028
5,0.0049356352376856314,0.0049356353,0.08765724630883107,0.08837597
6,0.004955863270395482,0.004955864,0.08435459549610431,0.08503208
7,0.00408338866423592,0.0040833885,0.010814453546817485,0.0108935945
8,0.0030410803196360366,0.0030410807,0.008803525402282294,0.008945808
9,0.0025821558760119956,0.0025821559,0.027696341455269318,0.028103093
10,0.0028729725958903576,0.002872972,0.044258326005477175,0.044471305
11,0.0016401191113547824,0.0016401192,0.00798386162540947,0.008161301
12,0.0011218216399552791,0.0011218217,0.006889522066698051,0.007046286
13,0.0009590705151924318,0.00095907075,0.006738345523794683,0.0068837022
14,0.0007868766309649737,0.0007868768,0.0075118047131512026,0.0076285787
15,0.0008116402745770236,0.0008116401,0.00759280795374742,0.0077920286
16,0.0006069046547584141,0.00060690474,0.012237998871849133,0.012260831
17,0.0005570064702849982,0.00055700645,0.006325446978175582,0.006478238
18,0.00044411438498371977,0.0004441143,0.0065176085112258215,0.0066876365
19,0.00044384592187464856,0.00044384593,0.007353469156301939,0.0074512865
20,0.00027891684372253366,0.00027891682,0.006637559818605391,0.006762931
21,0.0002619178891192076,0.00026191786,0.006822148342437755,0.006999188
22,0.00022720010807248374,0.0002272001,0.006568552948570309,0.0067351186
23,0.00022930215518639146,0.0002293022,0.006519402413127514,0.0066739153
24,0.00020309909187841207,0.00020309907,0.006464283053691571,0.0066010407
25,0.00018826186355610296,0.00018826182,0.006501972236527273,0.0066322517
26,0.00017705595606149141,0.00017705592,0.006515323685911985,0.0066739595
27,0.00016213063822851482,0.00016213063,0.00640899611887737,0.006554605
28,0.00017192326123695689,0.00017192325,0.00642235494720248,0.0065639005
29,0.00017675840661958358,0.00017675843,0.00645259967020068,0.0065978155
30,0.00017386712945219516,0.00017386717,0.006427821546542243,0.0065726954
31,0.0001733721742248379,0.00017337219,0.006445376659170366,0.0065892194
32,0.00016357780900608934,0.00016357774,0.00647538046961507,0.0066244756
33,0.00016830145317152023,0.00016830141,0.00645690116708955,0.0066019827
34,0.0001594254474841994,0.00015942541,0.006426865906597903,0.0065688826
35,0.00016669139665796896,0.00016669134,0.006413264952313442,0.0065543265
36,0.0001661379570917048,0.00016613794,0.006440795716256476,0.006584169
37,0.00015067452268925502,0.00015067455,0.0064410357198749595,0.00658288
38,0.0001766795113151907,0.0001766795,0.0064238832385924,0.0065635736
39,0.00016724844704940633,0.00016724845,0.006413786394449954,0.0065532643
40,0.00017201284437742983,0.00017201291,0.006437160844842975,0.006580298
41,0.00017732941532590284,0.00017732942,0.006444605721089129,0.0065882774
42,0.00016674402206657912,0.00016674401,0.0064200947437292105,0.0065599126
43,0.0001584960018284059,0.00015849597,0.006446563343230922,0.0065887426
44,0.0001555422678458557,0.00015554228,0.006436950580861706,0.0065791844
45,0.00015543514147936627,0.00015543516,0.006442555244295643,0.0065853535
46,0.00016648133123443176,0.00016648136,0.0064324486570862625,0.0065741674
47,0.00016367960091436662,0.00016367962,0.006439486419996963,0.006582327
48,0.00015783561326440518,0.00015783562,0.006435053951393526,0.006576635
49,0.00015346590944582947,0.00015346587,0.0064399290041854745,0.0065820115
50,0.00015558230146589075,0.00015558222,0.006451147375628352,0.0065938155
51,0.0001627077521397182,0.00016270776,0.006443254013832372,0.006584238
52,0.00016311726205969898,0.00016311728,0.006426237272815063,0.0065654786
53,0.00016554218949456828,0.00016554217,0.006423159153200686,0.0065628695
54,0.0001676361289407621,0.00016763611,0.006428646550585444,0.0065704677
55,0.00015714197672307947,0.00015714199,0.006444835345833921,0.0065876
56,0.00015453792749440515,0.00015453788,0.006445546688225407,0.006588401
57,0.00015609353562041203,0.00015609353,0.00644201307127682,0.00658349
58,0.00015809542424853666,0.00015809537,0.006441625748546078,0.006582151
59,0.0001648580361718166,0.00016485802,0.006444303157667701,0.00658759
60,0.0001528660403162437,0.00015286602,0.006416707120549221,0.006555971
61,0.0001618790026633087,0.00016187901,0.006452415183258171,0.0065954197
62,0.00015189772113995703,0.00015189775,0.0064208271572939474,0.0065606027
63,0.00017381482422737312,0.00017381484,0.00639056080343345,0.0065286076
64,0.00017317874624723587,0.00017317872,0.006427131324576644,0.006567759
65,0.00017599637751288224,0.00017599636,0.006445487208950978,0.0065891948
66,0.00015087331905898923,0.00015087335,0.006408531371002587,0.0065470263
67,0.00015691616231017818,0.00015691617,0.006417857303928871,0.006557816
68,0.00016411305849254535,0.00016411305,0.006434754567005887,0.006575235
69,0.00015550431879600776,0.00015550434,0.006436842234017184,0.006578625
70,0.00016507524540778222,0.00016507527,0.006440552327638635,0.006582007
71,0.00017195599556199775,0.00017195597,0.00643931610438113,0.006579874
72,0.00017367088451437668,0.00017367082,0.00642102023658271,0.0065587973
73,0.0001650145729000149,0.00016501454,0.006426359410397708,0.0065659457
74,0.00018045124141863016,0.00018045124,0.006446258084347041,0.006588383
